Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1557796503697, 398853, 580, 425, 551
1557796503709, 398866, 580, 423, 551
1557796503723, 398879, 580, 424, 551
1557796503737, 398893, 580, 425, 552
1557796503750, 398906, 580, 424, 551
1557796503762, 398918, 580, 424, 552
1557796503776, 398931, 580, 424, 551
1557796503789, 398945, 580, 425, 551
1557796503801, 398958, 580, 426, 552
1557796503815, 398970, 580, 424, 552
1557796503827, 398984, 579, 424, 554
1557796503840, 398997, 578, 424, 555
1557796503853, 399010, 577, 424, 556
1557796503868, 399023, 574, 420, 560
1557796503880, 399036, 572, 414, 564
1557796503893, 399049, 571, 414, 566
1557796503907, 399063, 572, 421, 564
1557796503919, 399075, 572, 426, 560
1557796503933, 399088, 576, 421, 556
1557796503945, 399101, 581, 414, 551
1557796503957, 399115, 580, 412, 551
1557796503971, 399128, 578, 415, 556
1557796503985, 399140, 574, 413, 563
1557796503997, 399154, 575, 411, 570
1557796504010, 399167, 576, 405, 574
1557796504024, 399180, 578, 396, 578
1557796504037, 399193, 581, 395, 580
1557796504050, 399206, 588, 398, 578
1557796504062, 399219, 592, 402, 575
1557796504076, 399233, 599, 405, 570
1557796504089, 399245, 603, 404, 569
1557796504102, 399258, 605, 403, 569
1557796504115, 399271, 607, 400, 569
1557796504128, 399285, 607, 394, 572
1557796504140, 399297, 606, 391, 576
1557796504155, 399310, 604, 390, 577
1557796504167, 399324, 603, 395, 575
1557796504181, 399337, 602, 400, 570
1557796504194, 399350, 603, 408, 564
1557796504207, 399363, 604, 415, 559
1557796504219, 399376, 603, 421, 556
1557796504233, 399389, 600, 428, 553
1557796504245, 399403, 598, 433, 551
1557796504259, 399415, 596, 439, 548
1557796504271, 399428, 596, 446, 542
1557796504285, 399441, 597, 451, 536
1557796504298, 399455, 597, 456, 530
1557796504312, 399467, 597, 464, 527
1557796504324, 399480, 598, 471, 522
1557796504337, 399494, 598, 476, 518
1557796504351, 399507, 598, 481, 515
1557796504364, 399519, 600, 485, 509
1557796504376, 399533, 600, 490, 505
1557796504391, 399546, 600, 495, 505
1557796504403, 399559, 600, 501, 503
1557796504417, 399572, 601, 505, 503
1557796504429, 399585, 603, 506, 501
1557796504442, 399598, 606, 507, 504
1557796504456, 399611, 607, 506, 504
1557796504471, 399625, 608, 504, 503
1557796504481, 399637, 611, 503, 502
1557796504495, 399650, 612, 504, 502
1557796504507, 399664, 610, 506, 506
1557796504521, 399677, 610, 507, 508
1557796504534, 399689, 608, 510, 512
1557796504546, 399703, 609, 515, 509
1557796504559, 399716, 611, 517, 505
1557796504573, 399729, 611, 521, 505
1557796504586, 399741, 608, 521, 508
1557796504599, 399755, 610, 519, 509
1557796504611, 399768, 610, 515, 508
1557796504629, 399781, 613, 513, 510
1557796504639, 399795, 614, 509, 507
1557796504652, 399807, 622, 511, 502
1557796504664, 399820, 631, 513, 486
1557796504677, 399834, 623, 514, 491
1557796504690, 399847, 622, 514, 490
1557796504703, 399859, 619, 516, 496
1557796504716, 399873, 618, 517, 504
1557796504729, 399886, 621, 516, 507
1557796504742, 399899, 628, 516, 506
1557796504756, 399911, 633, 511, 504
1557796504769, 399925, 634, 510, 504
1557796504782, 399938, 635, 509, 502
1557796504794, 399951, 634, 507, 502
1557796504808, 399964, 632, 507, 504
1557796504821, 399977, 632, 510, 506
1557796504835, 399990, 628, 514, 508
1557796504847, 400004, 627, 517, 509
1557796504860, 400017, 626, 517, 510
1557796504874, 400029, 625, 515, 508
1557796504887, 400043, 623, 513, 509
1557796504899, 400056, 619, 513, 508
1557796504913, 400069, 616, 513, 510
1557796504926, 400081, 616, 512, 510
1557796504938, 400095, 619, 511, 509
1557796504952, 400108, 623, 512, 509
1557796504966, 400121, 626, 513, 510
1557796504977, 400134, 627, 513, 511
1557796504991, 400147, 626, 514, 511
1557796505005, 400160, 625, 512, 511
1557796505017, 400174, 622, 513, 511
1557796505030, 400186, 621, 516, 509
1557796505043, 400199, 620, 517, 507
1557796505057, 400212, 620, 518, 505
1557796505069, 400226, 620, 517, 504
1557796505082, 400238, 621, 516, 505
1557796505095, 400251, 621, 515, 506
1557796505108, 400265, 620, 513, 508
1557796505121, 400278, 621, 511, 509
1557796505135, 400291, 622, 509, 508
1557796505148, 400304, 622, 512, 509
1557796505161, 400317, 623, 514, 508
1557796505174, 400330, 622, 516, 510
1557796505187, 400344, 622, 515, 512
1557796505201, 400356, 624, 514, 512
1557796505215, 400369, 625, 513, 511
1557796505227, 400382, 626, 514, 511
1557796505239, 400396, 627, 513, 512
1557796505252, 400408, 628, 513, 513
1557796505266, 400421, 629, 513, 512
1557796505279, 400435, 628, 514, 512
1557796505291, 400448, 628, 515, 510
1557796505305, 400460, 625, 514, 510
1557796505318, 400474, 624, 514, 510
1557796505330, 400487, 623, 514, 509
1557796505344, 400500, 623, 515, 507
1557796505357, 400514, 623, 516, 506
1557796505371, 400526, 622, 516, 505
1557796505383, 400539, 622, 515, 503
1557796505397, 400552, 621, 513, 503
1557796505410, 400566, 619, 513, 503
1557796505423, 400578, 617, 513, 504
1557796505435, 400591, 616, 513, 506
1557796505447, 400605, 614, 514, 507
1557796505461, 400618, 613, 514, 507
1557796505475, 400630, 612, 514, 506
1557796505487, 400644, 612, 513, 506
1557796505501, 400657, 613, 512, 505
1557796505514, 400670, 613, 511, 504
1557796505526, 400683, 613, 509, 504
1557796505540, 400696, 610, 509, 505
1557796505554, 400709, 609, 509, 506
1557796505567, 400722, 608, 509, 505
1557796505579, 400736, 608, 507, 504
1557796505591, 400748, 610, 506, 502
1557796505605, 400761, 611, 507, 500
1557796505618, 400775, 612, 504, 500
1557796505632, 400788, 613, 499, 501
1557796505645, 400800, 611, 493, 505
1557796505658, 400814, 609, 488, 509
1557796505671, 400827, 608, 483, 513
1557796505684, 400840, 609, 480, 515
1557796505697, 400852, 611, 479, 516
1557796505710, 400866, 614, 478, 516
1557796505724, 400879, 619, 475, 516
1557796505736, 400892, 621, 472, 517
1557796505750, 400905, 620, 466, 520
1557796505762, 400918, 618, 462, 524
1557796505775, 400931, 615, 458, 527
1557796505790, 400945, 616, 453, 530
1557796505801, 400958, 616, 450, 532
1557796505815, 400970, 620, 443, 534
1557796505827, 400984, 621, 436, 536
1557796505842, 400997, 620, 433, 538
1557796505853, 401010, 615, 433, 543
1557796505867, 401022, 609, 436, 547
1557796505880, 401036, 607, 442, 549
1557796505893, 401049, 607, 440, 549
1557796505906, 401062, 606, 430, 551
1557796505919, 401075, 604, 419, 553
1557796505932, 401088, 600, 410, 555
1557796505945, 401101, 593, 401, 564
1557796505959, 401115, 581, 396, 567
1557796505971, 401127, 579, 400, 571
1557796505985, 401140, 575, 404, 571
1557796505998, 401154, 573, 404, 571
1557796506011, 401167, 571, 405, 568
1557796506023, 401179, 570, 404, 565
1557796506037, 401192, 569, 402, 561
1557796506051, 401206, 568, 401, 559
1557796506062, 401219, 565, 402, 559
1557796506075, 401232, 562, 405, 559
1557796506090, 401245, 558, 411, 559
1557796506103, 401258, 554, 417, 558
1557796506115, 401271, 553, 419, 561
1557796506129, 401285, 605, 347, 576
1557796506142, 401297, 597, 285, 567
1557796506154, 401310, 522, 360, 578
1557796506167, 401324, 542, 439, 587
1557796506180, 401337, 540, 451, 574
1557796506194, 401349, 553, 433, 569
1557796506207, 401362, 556, 417, 563
1557796506220, 401376, 558, 409, 567
1557796506232, 401389, 558, 409, 566
1557796506246, 401402, 560, 411, 564
1557796506259, 401415, 565, 414, 559
1557796506271, 401428, 568, 420, 556
1557796506285, 401441, 572, 424, 553
1557796506299, 401455, 574, 424, 551
1557796506312, 401467, 576, 423, 551
1557796506324, 401480, 577, 422, 550
1557796506339, 401494, 578, 422, 549
1557796506350, 401507, 579, 422, 549
1557796506363, 401519, 579, 423, 549
1557796506377, 401532, 580, 424, 550
1557796506390, 401546, 580, 425, 551
1557796506402, 401559, 578, 426, 554
1557796506416, 401571, 577, 427, 557
1557796506429, 401585, 576, 427, 558
1557796506442, 401598, 576, 426, 559
1557796506456, 401611, 576, 425, 559
1557796506469, 401625, 576, 425, 558
1557796506481, 401637, 576, 425, 557
1557796506496, 401650, 576, 424, 556
1557796506508, 401664, 576, 423, 555
1557796506520, 401677, 576, 424, 555
1557796506532, 401689, 576, 423, 555
1557796506547, 401702, 576, 423, 555
1557796506559, 401716, 576, 423, 556
1557796506573, 401729, 575, 422, 556
1557796506585, 401741, 576, 422, 556
1557796506599, 401755, 575, 423, 555
1557796506612, 401768, 576, 424, 556
1557796506625, 401781, 575, 424, 556
1557796506639, 401794, 576, 423, 555
1557796506651, 401807, 576, 423, 555
1557796506665, 401820, 576, 422, 555
1557796506678, 401833, 576, 424, 555
1557796506690, 401847, 576, 424, 556
1557796506704, 401859, 575, 423, 556
1557796506716, 401872, 575, 424, 556
1557796506730, 401886, 575, 423, 556
1557796506743, 401899, 575, 423, 556
1557796506756, 401911, 575, 423, 556
1557796506769, 401925, 575, 423, 556
1557796506782, 401938, 575, 424, 556
1557796506794, 401951, 575, 423, 556
1557796506809, 401964, 576, 422, 556
1557796506821, 401977, 576, 423, 556
1557796506834, 401990, 576, 424, 556
1557796506847, 402003, 576, 424, 556
1557796506861, 402016, 576, 424, 555
1557796506874, 402029, 576, 423, 555
1557796506887, 402042, 576, 424, 556
1557796506899, 402056, 576, 424, 556
1557796506913, 402069, 575, 424, 556
1557796506926, 402081, 575, 423, 557
1557796506938, 402095, 574, 423, 557
1557796506952, 402108, 574, 423, 556
1557796506966, 402121, 574, 422, 556
1557796506978, 402134, 574, 421, 556
1557796506990, 402147, 574, 421, 556
1557796507004, 402160, 574, 420, 556
1557796507017, 402173, 574, 421, 555
1557796507031, 402186, 574, 422, 556
1557796507043, 402199, 575, 422, 555
1557796507057, 402212, 576, 423, 556
1557796507070, 402226, 576, 423, 555
1557796507082, 402238, 577, 424, 555
1557796507095, 402251, 577, 424, 556
1557796507109, 402265, 577, 424, 555
1557796507122, 402278, 576, 424, 556
1557796507135, 402290, 576, 424, 555
1557796507148, 402304, 575, 423, 555
1557796507162, 402317, 575, 423, 555
1557796507174, 402330, 575, 422, 555
1557796507187, 402343, 574, 422, 556
1557796507200, 402356, 574, 422, 555
1557796507214, 402369, 574, 422, 555
1557796507227, 402382, 574, 422, 556
1557796507240, 402396, 574, 422, 556
1557796507252, 402408, 574, 422, 556
1557796507266, 402421, 574, 422, 556
1557796507279, 402435, 574, 422, 556
1557796507291, 402448, 573, 422, 556
1557796507305, 402460, 575, 422, 556
1557796507318, 402473, 575, 421, 556
1557796507330, 402487, 576, 422, 556
1557796507344, 402500, 576, 424, 556
1557796507357, 402513, 576, 424, 556
1557796507370, 402526, 576, 424, 556
1557796507382, 402539, 576, 424, 556
1557796507396, 402552, 576, 424, 556
1557796507409, 402566, 575, 423, 556
1557796507423, 402578, 575, 422, 556
1557796507436, 402591, 574, 422, 556
1557796507448, 402605, 574, 421, 556
1557796507462, 402618, 574, 422, 556
1557796507475, 402630, 574, 422, 556
1557796507487, 402643, 574, 421, 555
1557796507500, 402657, 574, 422, 555
1557796507515, 402670, 575, 422, 555
1557796507527, 402682, 575, 422, 555
1557796507540, 402696, 575, 422, 555
1557796507553, 402709, 575, 421, 555
1557796507566, 402722, 573, 422, 556
1557796507580, 402736, 575, 421, 555
1557796507592, 402748, 575, 421, 554
1557796507606, 402761, 575, 422, 554
1557796507619, 402775, 576, 422, 553
1557796507631, 402788, 576, 421, 553
1557796507645, 402800, 575, 422, 554
1557796507657, 402813, 575, 421, 555
1557796507670, 402827, 574, 422, 555
1557796507684, 402840, 574, 422, 555
1557796507696, 402852, 574, 422, 556
1557796507710, 402866, 574, 423, 556
1557796507723, 402879, 575, 423, 556
1557796507735, 402892, 575, 423, 555
1557796507749, 402905, 576, 423, 555
1557796507763, 402918, 576, 423, 555
1557796507776, 402931, 575, 423, 555
1557796507789, 402945, 575, 423, 554
1557796507801, 402958, 575, 422, 554
1557796507816, 402970, 574, 422, 554
1557796507828, 402983, 575, 421, 554
1557796507841, 402997, 574, 421, 554
1557796507853, 403010, 574, 421, 554
1557796507866, 403022, 574, 421, 554
1557796507880, 403036, 574, 421, 554
1557796507894, 403049, 575, 420, 553
1557796507905, 403062, 574, 421, 554
1557796507918, 403075, 575, 422, 553
1557796507932, 403088, 576, 421, 554
1557796507945, 403101, 574, 422, 554
1557796507959, 403115, 575, 422, 555
1557796507971, 403127, 575, 422, 555
1557796507984, 403140, 574, 423, 555
1557796507998, 403153, 575, 423, 556
1557796508011, 403167, 574, 422, 556
1557796508023, 403179, 575, 422, 555
1557796508036, 403192, 575, 422, 555
1557796508050, 403206, 575, 422, 554
1557796508063, 403219, 576, 422, 554
1557796508076, 403232, 575, 422, 554
1557796508089, 403245, 575, 423, 554
1557796508102, 403258, 575, 421, 554
