Processing Timestamp (ms), Arduino Timestamp (ms), X, Y, Z
1557796470287, 365444, 587, 422, 535
1557796470299, 365457, 587, 422, 534
1557796470314, 365470, 588, 423, 533
1557796470326, 365484, 587, 423, 533
1557796470338, 365496, 586, 424, 533
1557796470352, 365509, 586, 423, 534
1557796470366, 365522, 585, 422, 535
1557796470378, 365536, 584, 421, 536
1557796470391, 365548, 583, 421, 537
1557796470405, 365561, 582, 421, 537
1557796470417, 365575, 582, 420, 537
1557796470430, 365588, 583, 420, 536
1557796470444, 365600, 584, 419, 534
1557796470457, 365614, 587, 420, 532
1557796470470, 365627, 586, 421, 531
1557796470483, 365640, 586, 422, 532
1557796470495, 365652, 585, 422, 534
1557796470510, 365666, 584, 421, 536
1557796470522, 365679, 583, 421, 537
1557796470535, 365692, 582, 421, 538
1557796470548, 365706, 582, 422, 538
1557796470561, 365718, 583, 421, 537
1557796470574, 365731, 584, 421, 536
1557796470588, 365745, 584, 422, 535
1557796470601, 365758, 585, 422, 535
1557796470613, 365770, 585, 422, 535
1557796470627, 365784, 586, 422, 535
1557796470640, 365797, 585, 422, 535
1557796470653, 365810, 585, 422, 535
1557796470666, 365822, 585, 422, 536
1557796470679, 365836, 584, 422, 536
1557796470692, 365849, 584, 421, 536
1557796470706, 365862, 584, 421, 536
1557796470718, 365875, 584, 422, 536
1557796470732, 365888, 585, 421, 536
1557796470744, 365901, 585, 422, 535
1557796470758, 365915, 585, 422, 536
1557796470770, 365928, 585, 422, 535
1557796470784, 365940, 585, 421, 535
1557796470796, 365954, 585, 421, 536
1557796470809, 365967, 584, 421, 536
1557796470823, 365980, 584, 422, 536
1557796470836, 365992, 584, 421, 536
1557796470849, 366006, 584, 421, 536
1557796470862, 366019, 584, 422, 536
1557796470876, 366032, 584, 421, 536
1557796470888, 366045, 585, 423, 536
1557796470901, 366058, 585, 422, 536
1557796470914, 366071, 585, 422, 535
1557796470928, 366085, 585, 422, 536
1557796470940, 366097, 586, 422, 536
1557796470954, 366110, 585, 423, 536
1557796470966, 366124, 585, 423, 536
1557796470980, 366137, 585, 422, 536
1557796470992, 366150, 585, 422, 537
1557796471006, 366162, 585, 421, 536
1557796471019, 366176, 585, 421, 535
1557796471032, 366189, 585, 422, 536
1557796471045, 366202, 584, 422, 536
1557796471058, 366215, 584, 421, 535
1557796471071, 366228, 585, 421, 536
1557796471085, 366241, 584, 421, 536
1557796471098, 366255, 585, 422, 536
1557796471110, 366267, 585, 421, 536
1557796471124, 366280, 584, 422, 536
1557796471136, 366294, 585, 422, 536
1557796471150, 366307, 584, 421, 536
1557796471163, 366319, 584, 422, 536
1557796471175, 366332, 585, 422, 536
1557796471189, 366346, 584, 422, 535
1557796471202, 366359, 585, 422, 536
1557796471215, 366372, 585, 421, 535
1557796471227, 366385, 585, 422, 534
1557796471241, 366398, 586, 422, 535
1557796471255, 366411, 585, 421, 535
1557796471267, 366425, 585, 422, 535
1557796471280, 366437, 585, 421, 536
1557796471294, 366450, 583, 422, 536
1557796471307, 366464, 584, 422, 537
1557796471319, 366477, 583, 421, 537
1557796471332, 366489, 583, 422, 537
1557796471347, 366502, 584, 422, 537
1557796471359, 366516, 584, 422, 536
1557796471372, 366529, 585, 422, 535
1557796471385, 366541, 586, 421, 534
1557796471400, 366555, 586, 421, 534
1557796471411, 366568, 586, 421, 535
1557796471424, 366581, 585, 421, 535
1557796471438, 366595, 584, 421, 536
1557796471450, 366607, 584, 421, 536
1557796471463, 366620, 584, 421, 536
1557796471476, 366633, 584, 421, 537
1557796471490, 366647, 583, 421, 537
1557796471502, 366659, 583, 422, 537
1557796471515, 366672, 584, 423, 537
1557796471529, 366686, 584, 422, 536
1557796471542, 366699, 586, 422, 536
1557796471554, 366711, 585, 422, 536
1557796471568, 366725, 585, 422, 535
1557796471582, 366738, 585, 422, 536
1557796471594, 366751, 584, 421, 535
1557796471607, 366764, 584, 422, 536
1557796471620, 366777, 584, 422, 537
1557796471633, 366790, 584, 421, 536
1557796471645, 366803, 584, 421, 537
1557796471660, 366816, 583, 422, 536
1557796471673, 366829, 584, 422, 536
1557796471686, 366842, 586, 421, 536
1557796471698, 366856, 585, 421, 534
1557796471712, 366869, 586, 423, 535
1557796471725, 366881, 586, 423, 536
1557796471738, 366895, 585, 422, 536
1557796471750, 366908, 586, 422, 536
1557796471765, 366921, 585, 421, 536
1557796471777, 366934, 584, 423, 537
1557796471790, 366947, 584, 423, 538
1557796471803, 366960, 582, 422, 538
1557796471817, 366973, 582, 422, 540
1557796471829, 366986, 581, 422, 541
1557796471843, 366999, 581, 421, 540
1557796471855, 367012, 582, 420, 540
1557796471869, 367026, 583, 419, 538
1557796471881, 367038, 585, 420, 536
1557796471894, 367051, 586, 421, 534
1557796471908, 367065, 586, 422, 533
1557796471922, 367078, 586, 422, 534
1557796471934, 367091, 585, 420, 534
1557796471946, 367104, 584, 420, 536
1557796471960, 367117, 582, 420, 537
1557796471974, 367130, 581, 420, 539
1557796471986, 367143, 580, 420, 541
1557796471998, 367156, 580, 419, 541
1557796472012, 367169, 580, 419, 540
1557796472026, 367182, 582, 421, 539
1557796472039, 367196, 583, 422, 538
1557796472051, 367208, 583, 423, 538
1557796472065, 367221, 584, 423, 539
1557796472078, 367235, 583, 423, 539
1557796472090, 367248, 583, 423, 540
1557796472104, 367261, 584, 422, 541
1557796472118, 367273, 583, 421, 541
1557796472130, 367287, 583, 422, 542
1557796472142, 367300, 581, 421, 540
1557796472157, 367313, 582, 420, 540
1557796472168, 367326, 582, 420, 540
1557796472182, 367339, 582, 419, 539
1557796472195, 367352, 582, 421, 539
1557796472210, 367366, 585, 419, 540
